month,day,year,time-of-day,high,low,rain,snow,wind-speed,wind-direction
11,12,2015,AM,8.599999999999998,8.599999999999998,0.0,1.3451443658333335,40.389127349999995,4.319689898685965
11,12,2015,PM,8.599999999999998,6.800000000000001,0.0,1.5091863616666668,43.4959833,4.319689898685965
11,12,2015,night,6.800000000000001,6.800000000000001,0.0,3.4776903116666666,37.2822714,4.319689898685965
11,13,2015,AM,6.800000000000001,6.800000000000001,0.0,1.2795275675,37.2822714,4.319689898685965
11,13,2015,PM,6.800000000000001,6.800000000000001,0.0,0.8530183783333335,34.175415449999996,4.319689898685965
11,13,2015,night,6.800000000000001,5.0,0.0,0.9186351766666667,24.8548476,4.71238898038469
11,14,2015,AM,3.1999999999999993,1.3999999999999986,0.0,1.18110237,34.175415449999996,4.319689898685965
11,14,2015,PM,1.3999999999999986,1.3999999999999986,0.0,0.2952755925,21.74799165,4.71238898038469
11,14,2015,night,1.3999999999999986,1.3999999999999986,0.0,0.9514435758333334,9.32056785,4.71238898038469
11,15,2015,AM,1.3999999999999986,-0.3999999999999986,0.0,0.6561679833333334,15.53427975,4.319689898685965
11,15,2015,PM,-0.3999999999999986,-0.3999999999999986,0.0,0.2952755925,12.4274238,3.9269908169872414
11,15,2015,night,5.0,1.3999999999999986,0.0,0.6889763825,21.74799165,4.319689898685965
11,16,2015,AM,6.800000000000001,6.800000000000001,0.0,0.590551185,15.53427975,0.0
11,16,2015,PM,5.0,3.1999999999999993,0.0,0.6889763825,9.32056785,3.5342917352885173
11,16,2015,night,1.3999999999999986,-2.200000000000003,0.0,0.8858267775,27.96170355,3.141592653589793
11,17,2015,AM,-4.0,-4.0,0.0,0.06561679833333334,18.6411357,3.141592653589793
11,17,2015,PM,-4.0,-4.0,0.0,0.0,21.74799165,2.748893571891069
11,17,2015,night,-2.200000000000003,-4.0,0.0,0.39370079,15.53427975,3.9269908169872414
11,18,2015,AM,-2.200000000000003,-2.200000000000003,0.0,0.2952755925,21.74799165,3.5342917352885173
11,18,2015,PM,-2.200000000000003,-2.200000000000003,0.0,0.3280839916666667,24.8548476,3.5342917352885173
11,18,2015,night,-0.3999999999999986,-4.0,0.0,0.42650918916666675,31.0685595,2.748893571891069
11,19,2015,AM,3.1999999999999993,1.3999999999999986,0.0,0.06561679833333334,31.0685595,2.748893571891069
11,19,2015,PM,10.399999999999999,6.800000000000001,0.0,0.2952755925,37.2822714,2.748893571891069
11,19,2015,night,10.399999999999999,8.599999999999998,0.0,0.7217847816666666,21.74799165,3.5342917352885173
11,20,2015,AM,8.599999999999998,8.599999999999998,0.0,0.7545931808333334,40.389127349999995,3.9269908169872414
11,20,2015,PM,14.0,12.2,0.0,0.984251975,52.816551149999995,3.9269908169872414
11,20,2015,night,21.2,15.8,0.0,2.2965879416666666,55.9234071,3.9269908169872414
11,21,2015,AM,14.0,10.399999999999999,0.0,1.3451443658333335,49.7096952,3.9269908169872414
11,21,2015,PM,6.800000000000001,5.0,0.0,0.6233595841666667,46.602839249999995,3.5342917352885173
11,21,2015,night,1.3999999999999986,-0.3999999999999986,0.0,0.7545931808333334,43.4959833,3.141592653589793
11,22,2015,AM,1.3999999999999986,-0.3999999999999986,0.0,0.26246719333333335,31.0685595,3.5342917352885173
11,22,2015,PM,-0.3999999999999986,-2.200000000000003,0.0,0.16404199583333334,21.74799165,3.141592653589793
11,22,2015,night,-2.200000000000003,-2.200000000000003,0.0,0.196850395,6.2137119,1.9634954084936207
11,23,2015,AM,-0.3999999999999986,-0.3999999999999986,0.0,0.0,15.53427975,1.5707963267948966
11,23,2015,PM,3.1999999999999993,1.3999999999999986,0.0,0.0,12.4274238,1.9634954084936207
11,23,2015,night,19.4,6.800000000000001,0.0,0.0,12.4274238,2.356194490192345
11,24,2015,AM,21.2,19.4,0.0,0.0,37.2822714,2.356194490192345
11,24,2015,PM,21.2,21.2,0.0,0.0,31.0685595,2.356194490192345
11,24,2015,night,21.2,19.4,0.0,0.0,34.175415449999996,2.356194490192345
11,25,2015,AM,23.0,23.0,0.0,0.0,24.8548476,2.748893571891069
11,25,2015,PM,23.0,23.0,0.0,0.0,21.74799165,3.141592653589793
11,25,2015,night,24.8,23.0,0.0,0.0,31.0685595,3.5342917352885173
11,26,2015,AM,24.8,23.0,0.0,0.0,31.0685595,3.5342917352885173
11,26,2015,PM,24.8,24.8,0.0,0.0,37.2822714,3.9269908169872414
11,26,2015,night,24.8,21.2,0.0,0.0,34.175415449999996,4.319689898685965
11,27,2015,AM,21.2,21.2,0.0,0.0,34.175415449999996,4.319689898685965
11,27,2015,PM,21.2,21.2,0.0,0.0,40.389127349999995,4.319689898685965
11,27,2015,night,19.4,17.6,0.0,0.590551185,43.4959833,4.319689898685965
11,28,2015,AM,19.4,19.4,0.0,0.984251975,40.389127349999995,4.319689898685965
11,28,2015,PM,21.2,19.4,0.0,1.1482939708333333,46.602839249999995,4.319689898685965
11,28,2015,night,21.2,19.4,0.0,1.2139107691666668,46.602839249999995,4.319689898685965
11,29,2015,AM,19.4,19.4,0.0,0.0,43.4959833,4.319689898685965
11,29,2015,PM,17.6,17.6,0.0,0.0,46.602839249999995,4.319689898685965
11,29,2015,night,15.8,14.0,0.0,0.5249343866666667,43.4959833,4.71238898038469
11,30,2015,AM,15.8,15.8,0.0,1.0170603741666666,37.2822714,4.71238898038469
11,30,2015,PM,15.8,15.8,0.0,0.9514435758333334,24.8548476,4.71238898038469
11,30,2015,night,15.8,15.8,0.0,2.591863534166667,31.0685595,5.105088062083414
