month,day,year,hi,lo,liquid,snow,wind
11,11,2015,23,12,1.2433333333333334,18.953333333333333,15.708376254354796
11,12,2015,25,25,3.0366666666666666,31.33,22.041620852093196
11,13,2015,38,23,7.6466666666666665,54.74,18.04174816838158
12,3,2015,26,12,4.42,52.080000000000005,22.041713445757477
